Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,valid_link
1,368814,NORDVIKEN,Bar furniture,995.0,No old price,False,https://www.ikea.com/sa/en/p/nordviken-bar-table-black-00368814/,No,"        Bar table,          140x80 cm",Francis Cayouette,,105.0,80.0,True
2,9333523,NORDVIKEN / NORDVIKEN,Bar furniture,2095.0,No old price,False,https://www.ikea.com/sa/en/p/nordviken-nordviken-bar-table-and-4-bar-stools-black-black-s09333523/,No,        Bar table and 4 bar stools,Francis Cayouette,,,,True
4,30180504,NORBERG,Bar furniture,225.0,No old price,True,https://www.ikea.com/sa/en/p/norberg-wall-mounted-drop-leaf-table-white-30180504/,No,"        Wall-mounted drop-leaf table,          74x60 cm",Marcus Arvonen,60.0,43.0,74.0,True
5,10122647,INGOLF,Bar furniture,345.0,No old price,True,https://www.ikea.com/sa/en/p/ingolf-bar-stool-with-backrest-white-10122647/,No,"        Bar stool with backrest,          63 cm",Carina Bengs,45.0,91.0,40.0,True
6,70404875,FRANKLIN,Bar furniture,129.0,No old price,True,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-70404875/,No,"        Bar stool with backrest, foldable,          63 cm",K Hagberg/M Hagberg,44.0,95.0,50.0,True
7,60155602,DALFRED,Bar furniture,195.0,No old price,True,https://www.ikea.com/sa/en/p/dalfred-bar-stool-black-60155602/,No,"        Bar stool,          63-74 cm",Sarah Fager,50.0,,50.0,True
8,50406465,FRANKLIN,Bar furniture,129.0,No old price,True,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-50406465/,No,"        Bar stool with backrest, foldable,          63 cm",K Hagberg/M Hagberg,44.0,95.0,50.0,True
9,69304221,EKEDALEN / EKEDALEN,Bar furniture,2176.0,"SR 2,375",True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-dark-brown-orrsta-light-grey-s69304221/,No,        Bar table and 4 bar stools,Ehlén Johansson,,,,True
10,90404879,FRANKLIN,Bar furniture,149.0,No old price,True,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-90404879/,No,"        Bar stool with backrest, foldable,          74 cm",K Hagberg/M Hagberg,44.0,103.0,52.0,True
11,121766,INGOLF,Bar furniture,395.0,No old price,True,https://www.ikea.com/sa/en/p/ingolf-bar-stool-with-backrest-white-00121766/,No,"        Bar stool with backrest,          74 cm",Carina Bengs,45.0,102.0,40.0,True
12,397736,NORRARYD,Bar furniture,395.0,No old price,True,https://www.ikea.com/sa/en/p/norraryd-bar-stool-with-backrest-black-00397736/,No,"        Bar stool with backrest,          74 cm",Nike Karlsson,47.0,103.0,46.0,True
15,29304826,TOMMARYD,Bar furniture,695.0,No old price,True,https://www.ikea.com/sa/en/p/tommaryd-table-anthracite-s29304826/,No,"        Table,          130x70/105 cm",Maja Ganszyniec,,105.0,70.0,True
18,70246089,JANINGE,Bar furniture,595.0,No old price,True,https://www.ikea.com/sa/en/p/janinge-bar-stool-white-70246089/,No,"        Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,36.0,84.0,38.0,True
19,60406785,FRANKLIN,Bar furniture,149.0,No old price,True,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-60406785/,No,"        Bar stool with backrest, foldable,          74 cm",K Hagberg/M Hagberg,44.0,103.0,52.0,True
20,340759,EKEDALEN,Bar furniture,995.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-white-00340759/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105.0,80.0,True
21,30352246,RÅSKOG,Bar furniture,175.0,No old price,True,https://www.ikea.com/sa/en/p/raskog-bar-stool-black-30352246/,No,"        Bar stool,          63 cm",Nike Karlsson,44.0,63.0,44.0,True
23,90400517,EKEDALEN,Bar furniture,796.0,SR 995,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-dark-brown-90400517/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105.0,80.0,True
24,400545,EKEDALEN,Bar furniture,345.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-white-orrsta-light-grey-00400545/,No,"        Bar stool with backrest,          75 cm",Ehlén Johansson,51.0,114.0,43.0,True
25,10400540,EKEDALEN,Bar furniture,345.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-grey-10400540/,No,"        Bar stool with backrest,          75 cm",Ehlén Johansson,52.0,114.0,43.0,True
28,29297227,STENSELE / NORRARYD,Bar furniture,1340.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-norraryd-bar-table-and-2-bar-stools-anthracite-anthracite-black-s29297227/,No,        Bar table and 2 bar stools,Nike Karlsson/Maja Ganszyniec,,,,True
29,99323925,STENSELE,Bar furniture,550.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s99323925/,No,"        Bar table,          70x70 cm",Maja Ganszyniec,,104.0,70.0,True
33,60400745,YNGVAR,Bar furniture,475.0,No old price,True,https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,No,"        Bar stool,          75 cm",IKEA of Sweden,40.0,,40.0,True
36,80369112,NORDVIKEN,Bar furniture,275.0,No old price,False,https://www.ikea.com/sa/en/p/nordviken-bar-stool-with-backrest-black-80369112/,No,"        Bar stool with backrest,          75 cm",Francis Cayouette,47.0,101.0,40.0,True
38,29304223,EKEDALEN / EKEDALEN,Bar furniture,2375.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-white-orrsta-light-grey-s29304223/,No,"        Bar table and 4 bar stools,          120 cm",Ehlén Johansson,,,,True
43,9288224,STENSELE,Bar furniture,550.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,No,"        Bar table,          70 cm",Maja Ganszyniec,,105.0,,True
44,30135658,GLENN,Bar furniture,445.0,No old price,True,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-30135658/,Yes,"        Bar stool,          77 cm",Marcus Arvonen,52.0,100.0,50.0,True
47,29123958,MINNEN,Beds,395.0,SR 445,True,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-white-s29123958/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Tina Christensen,,,85.0,True
48,49278341,BRIMNES,Beds,895.0,SR 925,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,No,"        Bed frame w storage and headboard,          90x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,54.0,110.0,96.0,True
49,50461230,SMÅGÖRA,Beds,595.0,No old price,True,https://www.ikea.com/sa/en/p/smagoera-cot-white-50461230/,No,"        Cot,          60x120 cm",IKEA of Sweden,,79.0,66.0,True
50,89326463,PLATSA,Beds,2111.0,"SR 2,205",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s89326463/,No,"        Bed frame with 4 drawers,          140x244x163 cm",Ola Wihlborg/IKEA of Sweden,40.0,43.0,140.0,True
52,69326609,SLÄKT,Beds,540.0,No old price,False,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-birch-s69326609/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Ebba Strandmark,,,91.0,True
53,59099136,BRIMNES,Beds,795.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-s59099136/,Yes,"        Bed frame w storage and headboard,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,111.0,146.0,True
54,40395245,NEIDEN,Beds,99.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-40395245/,No,"        Bed frame,          90x200 cm",Jon Karlsson,,,94.0,True
55,69277307,LEIRVIK,Beds,1195.0,No old price,True,https://www.ikea.com/sa/en/p/leirvik-bed-frame-white-loenset-s69277307/,Yes,"        Bed frame,          180x200 cm",IKEA of Sweden/Carina Bengs,,,188.0,True
56,70395239,NEIDEN,Beds,199.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-70395239/,No,"        Bed frame,          140x200 cm",Jon Karlsson,,,144.0,True
57,89931560,HEMNES,Beds,675.0,SR 895,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/Carina Bengs,,,154.0,True
58,30446373,SLATTUM,Beds,595.0,No old price,True,https://www.ikea.com/sa/en/p/slattum-upholstered-bed-frame-knisa-light-grey-30446373/,Yes,"        Upholstered bed frame,          140x200 cm",David Wahl,,,144.0,True
59,59248612,NEIDEN,Beds,199.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s59248612/,No,"        Bed frame,          90x200 cm",Jon Karlsson/IKEA of Sweden,,,94.0,True
60,19254209,SAGSTUA,Beds,545.0,No old price,True,https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-s19254209/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/Paulin Machado,,140.0,148.0,True
61,20400691,BRIMNES,Beds,575.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-20400691/,No,"        Bed frame with storage,          90x200 cm",K Hagberg/M Hagberg,54.0,47.0,96.0,True
62,39019701,ASKVOLL,Beds,445.0,No old price,True,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-s39019701/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,,,147.0,True
64,29931596,MALM,Beds,495.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-s29931596/,Yes,"        Bed frame, high,          140x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,,,156.0,True
65,29179554,RAMSTA,Beds,445.0,No old price,True,https://www.ikea.com/sa/en/p/ramsta-day-bed-frame-with-slatted-bed-base-white-s29179554/,No,"        Day-bed frame with slatted bed base,          90x200 cm",IKEA of Sweden,,80.0,97.0,True
66,9241043,SONGESAND,Beds,395.0,No old price,True,https://www.ikea.com/sa/en/p/songesand-bed-frame-brown-s09241043/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden,,,153.0,True
67,19175957,MALM,Beds,920.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s19175957/,Yes,"        Bed frame, high, w 2 storage boxes,          180x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,59.0,15.0,196.0,True
68,19185433,SNIGLAR,Beds,195.0,No old price,True,https://www.ikea.com/sa/en/p/sniglar-bed-frame-with-slatted-bed-base-beech-s19185433/,No,"        Bed frame with slatted bed base,          70x160 cm",IKEA of Sweden,,,77.0,True
70,79902935,BRIMNES,Beds,575.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-s79902935/,Yes,"        Bed frame with storage,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,54.0,20.0,146.0,True
71,90349326,HEMNES,Beds,1495.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-white-90349326/,No,"        Day-bed frame with 3 drawers,          80x200 cm",Carina Bengs,70.0,18.0,89.0,True
72,99157983,NESTTUN,Beds,595.0,No old price,True,https://www.ikea.com/sa/en/p/nesttun-bed-frame-white-s99157983/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/David Wahl,,95.0,146.0,True
73,69057522,TYSSEDAL,Beds,1395.0,No old price,True,https://www.ikea.com/sa/en/p/tyssedal-bed-frame-white-s69057522/,Yes,"        Bed frame,          140x200 cm",Ebba Strandmark/IKEA of Sweden,,,147.0,True
74,79012991,MALM,Beds,670.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s79012991/,Yes,"        Bed frame, high, w 2 storage boxes,          90x200 cm",Eva Lilja Löwenhielm,59.0,15.0,105.0,True
75,249487,MALM,Beds,445.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-00249487/,Yes,"        Bed frame, high,          90x200 cm",Eva Lilja Löwenhielm,,,105.0,True
76,89227731,SLÄKT,Beds,995.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-underbed-and-storage-white-s89227731/,No,"        Bed frame with underbed and storage,          90x200 cm",Ebba Strandmark/IKEA of Sweden,57.0,,96.0,True
78,69185435,KRITTER,Beds,360.0,No old price,True,https://www.ikea.com/sa/en/p/kritter-bed-frame-with-slatted-bed-base-white-s69185435/,No,"        Bed frame with slatted bed base,          70x160 cm",IKEA of Sweden/Anna Efverlund,,,75.0,True
79,29194427,HEMNES,Beds,1375.0,"SR 1,595",True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-white-stain-s29194427/,Yes,"        Bed frame with 4 storage boxes,          140x200 cm",IKEA of Sweden/Carina Bengs,,,154.0,True
81,19259631,SAGSTUA,Beds,745.0,No old price,True,https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-loenset-s19259631/,Yes,"        Bed frame,          90x200 cm",Paulin Machado,,120.0,98.0,True
83,39248608,NEIDEN,Beds,399.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s39248608/,No,"        Bed frame,          140x200 cm",Jon Karlsson/IKEA of Sweden,,,144.0,True
85,79227755,SLÄKT,Beds,375.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-slatted-bed-base-white-s79227755/,No,"        Bed frame with slatted bed base,          90x200 cm",IKEA of Sweden/Ebba Strandmark,,,96.0,True
86,90354327,HAMMARN,Beds,399.0,No old price,True,https://www.ikea.com/sa/en/p/hammarn-sofa-bed-knisa-dark-grey-black-90354327/,No,"        Sofa-bed,          120 cm",Jonas Hultqvist,85.0,78.0,128.0,True
88,10362963,SLÄKT,Beds,425.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-pouffe-mattress-foldable-10362963/,No,"        Pouffe/mattress, foldable",Gustav Carlberg,,,62.0,True
89,9241420,NORDLI,Beds,2290.0,No old price,True,https://www.ikea.com/sa/en/p/nordli-bed-frame-w-storage-and-headboard-white-s09241420/,Yes,"        Bed frame w storage and headboard,          140x200 cm",Ola Wihlborg,51.0,16.0,240.0,True
90,20424362,FYRESDAL,Beds,549.0,No old price,True,https://www.ikea.com/sa/en/p/fyresdal-day-bed-frame-black-20424362/,No,"        Day-bed frame,          80x200 cm",K Hagberg/M Hagberg,,94.0,88.0,True
91,69241097,SONGESAND,Beds,570.0,No old price,True,https://www.ikea.com/sa/en/p/songesand-bed-frame-with-2-storage-boxes-brown-s69241097/,Yes,"        Bed frame with 2 storage boxes,          140x200 cm",IKEA of Sweden,64.0,14.0,153.0,True
92,39931609,MALM,Beds,945.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-4-storage-boxes-white-s39931609/,Yes,"        Bed frame, high, w 4 storage boxes,          140x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,59.0,,156.0,True
94,239233,TUFFING,Beds,475.0,No old price,True,https://www.ikea.com/sa/en/p/tuffing-bunk-bed-frame-dark-grey-00239233/,No,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,,130.0,96.0,True
96,60116960,LYCKSELE,Beds,100.0,No old price,True,https://www.ikea.com/sa/en/p/lycksele-storage-box-2-seat-sofa-bed-black-60116960/,No,        Storage box 2-seat sofa-bed,IKEA of Sweden,55.0,21.0,92.0,True
98,30249546,HEMNES,Beds,695.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-30249546/,Yes,"        Bed frame,          90x200 cm",Carina Bengs,,,104.0,True
99,89019572,HEMNES,Beds,995.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-loenset-s89019572/,Yes,"        Bed frame,          90x200 cm",Carina Bengs,,,104.0,True
100,70305700,BUSUNGE,Beds,795.0,No old price,True,https://www.ikea.com/sa/en/p/busunge-extendable-bed-white-70305700/,No,"        Extendable bed,          80x200 cm",Carl Öjerstam,,,90.0,True
102,79129986,GJÖRA,Beds,1640.0,No old price,True,https://www.ikea.com/sa/en/p/gjoera-bed-frame-birch-leirsund-s79129986/,Yes,"        Bed frame,          140x200 cm",Monika Mulder/IKEA of Sweden,,,154.0,True
103,360484,UTÅKER,Beds,695.0,No old price,True,https://www.ikea.com/sa/en/p/utaker-stackable-bed-pine-00360484/,No,"        Stackable bed,          80x200 cm",Henrik Preutz,,2.0,83.0,True
104,44361010,BRYNE,Beds,49.0,No old price,True,https://www.ikea.com/sa/en/p/bryne-net-white-44361010/,No,        Net,443.610.10 Easy to keep clean since you can remove the fabric and wash it by machine.NEVER use for infants and young children.WARNING! Entanglement and strangulation hazard.The net is not intended to be used as protection against mosquitos or other insects.,,,,True
105,80253809,KURA,Beds,745.0,No old price,True,https://www.ikea.com/sa/en/p/kura-reversible-bed-white-pine-80253809/,No,"        Reversible bed,          90x200 cm",T Christensen/K Legaard,,116.0,99.0,True
106,39216754,FRIHETEN,Beds,1846.0,"SR 1,995",True,https://www.ikea.com/sa/en/p/friheten-corner-sofa-bed-with-storage-skiftebo-dark-grey-s39216754/,Yes,        Corner sofa-bed with storage,IKEA of Sweden,151.0,66.0,,True
108,30160209,LURÖY,Beds,100.0,No old price,True,https://www.ikea.com/sa/en/p/luroey-slatted-bed-base-30160209/,Yes,"        Slatted bed base,          80x200 cm",IKEA of Sweden,,4.0,80.0,True
109,30248537,SNIGLAR,Beds,295.0,No old price,True,https://www.ikea.com/sa/en/p/sniglar-cot-beech-30248537/,No,"        Cot,          60x120 cm",IKEA of Sweden,,80.0,66.0,True
110,29188822,HEMNES,Beds,1145.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-2-storage-boxes-white-stain-luroey-s29188822/,Yes,"        Bed frame with 2 storage boxes,          90x200 cm",IKEA of Sweden/Carina Bengs,,,104.0,True
111,60372276,HEMNES,Beds,1495.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/,No,"        Day-bed frame with 3 drawers,          80x200 cm",Carina Bengs,70.0,18.0,89.0,True
112,19009562,MALM,Beds,545.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-luroey-s19009562/,Yes,"        Bed frame, high,          90x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,,,105.0,True
113,99239451,SLÄKT,Beds,620.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-underbed-with-storage-white-s99239451/,No,"        Underbed with storage,          90x200 cm",Ebba Strandmark/IKEA of Sweden,57.0,45.0,95.0,True
120,50340163,NYHAMN,Beds,450.0,No old price,True,https://www.ikea.com/sa/en/p/nyhamn-foam-mattress-firm-50340163/,No,"        Foam mattress,          140x200 cm",IKEA of Sweden/L Hilland,,,140.0,True
121,29291956,SLÄKT,Beds,1395.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-bed-frame-w-storage-slatted-bedbase-white-s29291956/,No,"        Bed frame w storage+slatted bedbase,          90x200 cm",IKEA of Sweden/Ebba Strandmark,57.0,14.0,96.0,True
123,20228709,BRIMNES,Beds,220.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-headboard-with-storage-compartment-white-20228709/,Yes,"        Headboard with storage compartment,          140 cm",K Hagberg/M Hagberg,28.0,111.0,146.0,True
124,49046068,SUNDVIK,Beds,849.0,No old price,True,https://www.ikea.com/sa/en/p/sundvik-ext-bed-frame-with-slatted-bed-base-white-s49046068/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden,,80.0,,True
125,20404806,MALM,Beds,1595.0,No old price,True,https://www.ikea.com/sa/en/p/malm-ottoman-bed-white-20404806/,Yes,"        Ottoman bed,          160x200 cm",Eva Lilja Löwenhielm,,,175.0,True
128,102452,MYDAL,Beds,795.0,No old price,True,https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-pine-00102452/,No,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,,157.0,,True
129,40349847,NORDLI,Beds,1595.0,No old price,True,https://www.ikea.com/sa/en/p/nordli-bed-frame-with-storage-white-40349847/,Yes,"        Bed frame with storage,          140x200 cm",Ola Wihlborg,51.0,16.0,140.0,True
132,90299449,TUFFING,Beds,645.0,No old price,True,https://www.ikea.com/sa/en/p/tuffing-loft-bed-frame-dark-grey-90299449/,No,"        Loft bed frame,          90x200 cm","902.994.49 A good solution where space is limited.It’s easier to get in and out of the bed with a centered ladder. You can use the space under the bed for storage, a workspace or seating.Recommended for ages from 6 years.High beds and the upper bed of bunk or loft beds are not suitable for children under 6 years due to the risk of injury from falls.Bed base included.Mattress and bedlinen are sold separately.Max load indicates static weight, in other words the load which the bed withstands if you lie or sit on it.",,179.0,97.0,True
134,40411410,VITVAL,Beds,200.0,No old price,True,https://www.ikea.com/sa/en/p/vitval-desk-top-white-40411410/,No,"        Desk top,          95x45 cm",IKEA of Sweden,45.0,73.0,95.0,True
135,89302914,PLATSA,Beds,2307.0,"SR 2,560",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-10-drawers-white-fonnes-s89302914/,No,"        Bed frame with 10 drawers,          140x244x103 cm",IKEA of Sweden,40.0,43.0,140.0,True
136,10453086,PLATSA,Beds,1195.0,No old price,True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-10453086/,No,"        Bed frame with storage,          140x200 cm",IKEA of Sweden,40.0,43.0,140.0,True
137,9324284,PLATSA,Beds,3339.0,"SR 3,760",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-6-doors-12-drawers-white-fonnes-s09324284/,No,"        Bed frame with 6 doors+12 drawers,          140x244x203 cm",Ola Wihlborg/IKEA of Sweden,40.0,43.0,140.0,True
140,80341496,NYHAMN,Beds,600.0,No old price,True,https://www.ikea.com/sa/en/p/nyhamn-pocket-sprung-mattress-firm-80341496/,No,"        Pocket sprung mattress,          140x200 cm",IKEA of Sweden/L Hilland,,,140.0,True
141,228705,BRIMNES,Beds,1095.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-day-bed-frame-with-2-drawers-white-00228705/,No,"        Day-bed frame with 2 drawers,          80x200 cm",K Hagberg/M Hagberg,53.0,21.0,86.0,True
142,29241160,SONGESAND,Beds,1245.0,No old price,True,https://www.ikea.com/sa/en/p/songesand-bed-frame-with-4-storage-boxes-brown-loenset-s29241160/,Yes,"        Bed frame with 4 storage boxes,          140x200 cm",IKEA of Sweden,64.0,14.0,153.0,True
144,89386070,SLÄKT,Beds,1260.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-3-storage-boxes-white-s89386070/,No,"        Bed frame with 3 storage boxes,          90x200 cm",Ebba Strandmark/IKEA of Sweden,53.0,35.0,96.0,True
149,99302918,PLATSA,Beds,1767.0,"SR 1,885",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-2-drawers-white-fonnes-s99302918/,No,"        Bed frame with 2 drawers,          142x244x103 cm",IKEA of Sweden,40.0,43.0,141.0,True
151,102065,LYCKSELE LÖVÅS,Beds,495.0,No old price,True,https://www.ikea.com/sa/en/p/lycksele-loevas-mattress-00102065/,No,"        Mattress,          140x188 cm",IKEA of Sweden,,,,True
159,400692,BRIMNES,Beds,220.0,SR 250,True,https://www.ikea.com/sa/en/p/brimnes-headboard-with-storage-compartment-white-00400692/,No,"        Headboard with storage compartment,          90 cm",K Hagberg/M Hagberg,28.0,110.0,96.0,True
160,19326428,SLÄKT,Beds,520.0,No old price,False,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-s19326428/,No,"        Ext bed frame with slatted bed base,          80x200 cm",Ebba Strandmark/IKEA of Sweden,,,91.0,True
161,80332468,SUFFLETT,Beds,85.0,No old price,True,https://www.ikea.com/sa/en/p/sufflett-bed-tent-pink-80332468/,No,"        Bed tent,          70/80/90",IKEA of Sweden,,80.0,,True
163,90338403,LÖVA,Beds,55.0,No old price,True,https://www.ikea.com/sa/en/p/loeva-bed-canopy-green-90338403/,No,        Bed canopy,A Huldén/S Dahlman,,,90.0,True
165,20320128,FLEKKE,Beds,1495.0,No old price,True,https://www.ikea.com/sa/en/p/flekke-day-bed-frame-with-2-drawers-black-brown-20320128/,No,"        Day-bed frame with 2 drawers,          80x200 cm",K Hagberg/M Hagberg,,86.0,88.0,True
171,70340567,GRÄLVIKEN,Beds,1995.0,No old price,True,https://www.ikea.com/sa/en/p/graelviken-3-seat-sofa-bed-grey-70340567/,No,        3-seat sofa-bed,IKEA of Sweden,86.0,74.0,225.0,True
176,9302913,PLATSA,Beds,1611.0,"SR 1,715",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s09302913/,No,"        Bed frame with 4 drawers,          142x244x43 cm",IKEA of Sweden,40.0,42.0,141.0,True
178,80411272,VITVAL,Beds,1295.0,No old price,True,https://www.ikea.com/sa/en/p/vitval-bunk-bed-frame-white-light-grey-80411272/,No,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,,162.0,97.0,True
181,80362974,SLÄKT,Beds,295.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-storage-box-with-castors-80362974/,No,"        Storage box with castors,          62x62x35 cm",Ebba Strandmark,53.0,35.0,62.0,True
182,10372976,NORDLI,Beds,695.0,No old price,True,https://www.ikea.com/sa/en/p/nordli-headboard-white-10372976/,No,"        Headboard,          140/160 cm",Ola Wihlborg,,84.0,240.0,True
185,20299688,BRENNÅSEN,Beds,30.0,SR 50/4 pack,True,https://www.ikea.com/sa/en/p/brennasen-leg-black-stained-20299688/,No,"        Leg,          10 cm",Ola Wihlborg,7.0,,7.0,True
191,40299687,BURFJORD,Beds,40.0,SR 50/4 pack,True,https://www.ikea.com/sa/en/p/burfjord-leg-oak-40299687/,No,"        Leg,          10 cm",Ola Wihlborg,55.0,,55.0,True
193,69302566,VITVAL,Beds,1195.0,No old price,True,https://www.ikea.com/sa/en/p/vitval-loft-bed-frame-with-desk-top-white-light-grey-s69302566/,No,"        Loft bed frame with desk top,          90x200 cm",IKEA of Sweden,,195.0,135.0,True
197,10248519,GULLIVER,Beds,595.0,No old price,True,https://www.ikea.com/sa/en/p/gulliver-cot-white-10248519/,No,"        Cot,          60x120 cm",IKEA of Sweden,,80.0,66.0,True
217,60102067,LYCKSELE HÅVET,Beds,795.0,No old price,True,https://www.ikea.com/sa/en/p/lycksele-havet-mattress-60102067/,No,"        Mattress,          140x188 cm",IKEA of Sweden,,,,True
218,248567,SUNDVIK,Beds,695.0,No old price,True,https://www.ikea.com/sa/en/p/sundvik-cot-white-00248567/,No,"        Cot,          60x120 cm",IKEA of Sweden,,85.0,67.0,True
219,60431563,FRIHETEN,Beds,1845.0,No old price,True,https://www.ikea.com/sa/en/p/friheten-3-seat-sofa-bed-skiftebo-blue-60431563/,Yes,        3-seat sofa-bed,IKEA of Sweden,105.0,83.0,225.0,True
222,70299695,BJORLI,Beds,40.0,SR 50/4 pack,True,https://www.ikea.com/sa/en/p/bjorli-leg-stainless-steel-70299695/,Yes,"        Leg,          10 cm",Ola Wihlborg,,,,True
223,50456417,SLÄKT,Beds,75.0,No old price,False,https://www.ikea.com/sa/en/p/slaekt-headboard-white-50456417/,Yes,        Headboard,Ebba Strandmark,,40.0,90.0,True
228,80309613,BRATTVÅG,Beds,50.0,No old price,True,https://www.ikea.com/sa/en/p/brattvag-leg-black-80309613/,No,"        Leg,          10 cm",Ola Wihlborg,,,,True
